 1	 2	 3	 4	 5	 6	 7	 8	 9	10	11	12	16	16	13	16	16	16	14	16	15	16	16	17	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	10	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	20	16	18	16	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	21	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	22	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	16	16	16	23	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	24	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	25	16	16	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	26	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	16	27	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	28	16	16	16	16	16	16	16	16	16	16	16	-1	16	16
29	29	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	31	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	32	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	33	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	34	16	16	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	35	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	16	16	16	16	16	-1	16	16
-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	16	16	16	16	16	16	16	16	16	16	16	-1	16	16
